id,name,brand,category,description,price,stock_quantity,location_info,coordinates_3d
PRD-A5453694,เดรสลายดอก สีขาว,Pomelo,เสื้อผ้า/ผู้หญิง,จะไปคาเฟ่ทุ่งดอกไม้ อยากได้ชุดหวานๆ ถ่ายรูปสวย,1138.18,41,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 56.5, ""y"": 2.1, ""z"": 9.0}"
PRD-87AB2F03,เดรสลายดอก สีดำ,Pomelo,เสื้อผ้า/ผู้หญิง,จะไปคาเฟ่ทุ่งดอกไม้ อยากได้ชุดหวานๆ ถ่ายรูปสวย,1128.74,6,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 43.5, ""y"": 0.5, ""z"": 9.0}"
PRD-A5D91196,เดรสลายดอก สีขาว,Pomelo,เสื้อผ้า/ผู้หญิง,จะไปคาเฟ่ทุ่งดอกไม้ อยากได้ชุดหวานๆ ถ่ายรูปสวย,1152.01,10,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 51.5, ""y"": 1.3, ""z"": 9.0}"
PRD-E346D5A0,เดรสลายดอก ไซส์ XL,Pomelo,เสื้อผ้า/ผู้หญิง,จะไปคาเฟ่ทุ่งดอกไม้ อยากได้ชุดหวานๆ ถ่ายรูปสวย,1233.18,10,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 41.0, ""y"": 0.5, ""z"": 9.0}"
PRD-FC6B8E84,เสื้อคาร์ดิแกน,Muji,เสื้อผ้า/ผู้หญิง,กันแดด กันหนาวบางๆ คลุมทับชุดนักศึกษาหรือชุดทำงาน,684.11,3,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 54.0, ""y"": 2.1, ""z"": 9.0}"
PRD-09ACDC2F,เสื้อคาร์ดิแกน ไซส์ S,Muji,เสื้อผ้า/ผู้หญิง,กันแดด กันหนาวบางๆ คลุมทับชุดนักศึกษาหรือชุดทำงาน,465.04,44,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 56.5, ""y"": 2.1, ""z"": 9.0}"
PRD-9031A740,เสื้อคาร์ดิแกน สีขาว,Muji,เสื้อผ้า/ผู้หญิง,กันแดด กันหนาวบางๆ คลุมทับชุดนักศึกษาหรือชุดทำงาน,593.53,7,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 41.0, ""y"": 1.3, ""z"": 9.0}"
PRD-7ECD3A41,เสื้อคาร์ดิแกน สีดำ,Muji,เสื้อผ้า/ผู้หญิง,กันแดด กันหนาวบางๆ คลุมทับชุดนักศึกษาหรือชุดทำงาน,611.87,45,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""1"", ""shelf_level"": ""3""}","{""x"": 41.0, ""y"": 2.1, ""z"": 9.0}"
PRD-9959D615,เสื้อคาร์ดิแกน ไซส์ L,Muji,เสื้อผ้า/ผู้หญิง,กันแดด กันหนาวบางๆ คลุมทับชุดนักศึกษาหรือชุดทำงาน,782.42,48,"{""zone"": ""C"", ""section"": ""3"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 54.0, ""y"": 1.3, ""z"": 9.0}"
PRD-03852A11,กระโปรงเทนนิส,Shein,เสื้อผ้า/ผู้หญิง,อยากได้ลุคน่ารักๆ สไตล์นักเรียนเกาหลี Y2K,392.94,33,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 54.0, ""y"": 0.5, ""z"": 12.0}"
PRD-117AF3D1,กระโปรงเทนนิส สีขาว,Shein,เสื้อผ้า/ผู้หญิง,อยากได้ลุคน่ารักๆ สไตล์นักเรียนเกาหลี Y2K,344.0,19,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 56.5, ""y"": 1.3, ""z"": 12.0}"
PRD-56944BEA,กระโปรงเทนนิส ไซส์ XL,Shein,เสื้อผ้า/ผู้หญิง,อยากได้ลุคน่ารักๆ สไตล์นักเรียนเกาหลี Y2K,528.26,15,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 41.0, ""y"": 1.3, ""z"": 12.0}"
PRD-AF491B0F,กระโปรงเทนนิส สีขาว,Shein,เสื้อผ้า/ผู้หญิง,อยากได้ลุคน่ารักๆ สไตล์นักเรียนเกาหลี Y2K,420.78,26,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 43.5, ""y"": 0.5, ""z"": 12.0}"
PRD-438FB350,กระโปรงเทนนิส สีขาว,Shein,เสื้อผ้า/ผู้หญิง,อยากได้ลุคน่ารักๆ สไตล์นักเรียนเกาหลี Y2K,396.03,33,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 46.0, ""y"": 1.3, ""z"": 12.0}"
PRD-FA791211,กางเกงยีนส์เอวสูง,Pomelo,เสื้อผ้า/ผู้หญิง,อยากดูขายาว เอวคอด พรางหุ่นให้ดูเพรียว,902.24,27,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 51.5, ""y"": 2.1, ""z"": 12.0}"
PRD-20546F0B,กางเกงยีนส์เอวสูง ไซส์ S,Pomelo,เสื้อผ้า/ผู้หญิง,อยากดูขายาว เอวคอด พรางหุ่นให้ดูเพรียว,881.8,48,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 51.5, ""y"": 0.5, ""z"": 12.0}"
PRD-BD30F1F6,กางเกงยีนส์เอวสูง สีขาว,Pomelo,เสื้อผ้า/ผู้หญิง,อยากดูขายาว เอวคอด พรางหุ่นให้ดูเพรียว,876.34,8,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 43.5, ""y"": 0.5, ""z"": 12.0}"
PRD-1B6F00EC,กางเกงยีนส์เอวสูง ไซส์ XL,Pomelo,เสื้อผ้า/ผู้หญิง,อยากดูขายาว เอวคอด พรางหุ่นให้ดูเพรียว,1797.68,50,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 54.0, ""y"": 1.3, ""z"": 12.0}"
PRD-5F579294,กางเกงยีนส์เอวสูง สีดำ,Pomelo,เสื้อผ้า/ผู้หญิง,อยากดูขายาว เอวคอด พรางหุ่นให้ดูเพรียว,1428.05,44,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 51.5, ""y"": 2.1, ""z"": 12.0}"
PRD-9B975A83,กางเกงเลกกิ้ง,Adidas,เสื้อผ้า/ผู้หญิง,ไปฟิตเนส หรือเล่นโยคะ ต้องการความยืดหยุ่นสูง,1747.14,4,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 46.0, ""y"": 0.5, ""z"": 12.0}"
PRD-CB05A2BC,กางเกงเลกกิ้ง ไซส์ S,Adidas,เสื้อผ้า/ผู้หญิง,ไปฟิตเนส หรือเล่นโยคะ ต้องการความยืดหยุ่นสูง,1070.47,41,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 46.0, ""y"": 1.3, ""z"": 12.0}"
PRD-C7125076,กางเกงเลกกิ้ง ไซส์ XL,Adidas,เสื้อผ้า/ผู้หญิง,ไปฟิตเนส หรือเล่นโยคะ ต้องการความยืดหยุ่นสูง,1655.31,37,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 56.5, ""y"": 2.1, ""z"": 12.0}"
PRD-88898285,กางเกงเลกกิ้ง สีขาว,Adidas,เสื้อผ้า/ผู้หญิง,ไปฟิตเนส หรือเล่นโยคะ ต้องการความยืดหยุ่นสูง,1665.49,11,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 56.5, ""y"": 0.5, ""z"": 12.0}"
PRD-32183907,กางเกงขาสั้นผ้าลินิน,Uniqlo,เสื้อผ้า/ผู้หญิง,อากาศร้อน อยากใส่กางเกงผ้าโปร่งๆ สบายตัว ไม่รัด,740.26,20,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 43.5, ""y"": 0.5, ""z"": 12.0}"
PRD-BD95FE59,กางเกงขาสั้นผ้าลินิน สีขาว,Uniqlo,เสื้อผ้า/ผู้หญิง,อากาศร้อน อยากใส่กางเกงผ้าโปร่งๆ สบายตัว ไม่รัด,860.18,38,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 43.5, ""y"": 2.1, ""z"": 12.0}"
PRD-DBFA890B,กางเกงขาสั้นผ้าลินิน ไซส์ XL,Uniqlo,เสื้อผ้า/ผู้หญิง,อากาศร้อน อยากใส่กางเกงผ้าโปร่งๆ สบายตัว ไม่รัด,1123.55,19,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 51.5, ""y"": 2.1, ""z"": 12.0}"
PRD-78D91EB1,กางเกงขาสั้นผ้าลินิน ไซส์ XL,Uniqlo,เสื้อผ้า/ผู้หญิง,อากาศร้อน อยากใส่กางเกงผ้าโปร่งๆ สบายตัว ไม่รัด,947.65,20,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 54.0, ""y"": 0.5, ""z"": 12.0}"
PRD-CF8CB102,กระโปรงทรงเอ,G2000,เสื้อผ้า/ผู้หญิง,ต้องใส่ไปฝึกงานหรือทำงานออฟฟิศ ให้ดูสุภาพและดูดี,680.41,8,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 51.5, ""y"": 2.1, ""z"": 12.0}"
PRD-AB8ACF71,กระโปรงทรงเอ สีขาว,G2000,เสื้อผ้า/ผู้หญิง,ต้องใส่ไปฝึกงานหรือทำงานออฟฟิศ ให้ดูสุภาพและดูดี,906.96,31,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 56.5, ""y"": 2.1, ""z"": 12.0}"
PRD-970AB20E,กระโปรงทรงเอ ไซส์ XL,G2000,เสื้อผ้า/ผู้หญิง,ต้องใส่ไปฝึกงานหรือทำงานออฟฟิศ ให้ดูสุภาพและดูดี,1113.04,2,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 41.0, ""y"": 1.3, ""z"": 12.0}"
PRD-367CE8C7,กระโปรงทรงเอ สีดำ,G2000,เสื้อผ้า/ผู้หญิง,ต้องใส่ไปฝึกงานหรือทำงานออฟฟิศ ให้ดูสุภาพและดูดี,928.19,49,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 54.0, ""y"": 1.3, ""z"": 12.0}"
PRD-5BF1F459,กระโปรงทรงเอ สีดำ,G2000,เสื้อผ้า/ผู้หญิง,ต้องใส่ไปฝึกงานหรือทำงานออฟฟิศ ให้ดูสุภาพและดูดี,687.92,1,"{""zone"": ""C"", ""section"": ""4"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 54.0, ""y"": 2.1, ""z"": 12.0}"
PRD-0A59C98C,ถุงเท้าสีพื้น,Muji,เสื้อผ้า/เครื่องประดับ,ถุงเท้าเก่าขาดเป็นรู หรือหายไปข้างนึง ต้องซื้อใหม่,150.87,36,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 41.0, ""y"": 0.5, ""z"": 15.0}"
PRD-AFF4D8C8,ถุงเท้าสีพื้น ไซส์ S,Muji,เสื้อผ้า/เครื่องประดับ,ถุงเท้าเก่าขาดเป็นรู หรือหายไปข้างนึง ต้องซื้อใหม่,76.53,1,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 46.0, ""y"": 0.5, ""z"": 15.0}"
PRD-B31A4C23,ถุงเท้าสีพื้น สีดำ,Muji,เสื้อผ้า/เครื่องประดับ,ถุงเท้าเก่าขาดเป็นรู หรือหายไปข้างนึง ต้องซื้อใหม่,155.07,23,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""2""}","{""x"": 41.0, ""y"": 1.3, ""z"": 15.0}"
PRD-C4F2773B,ถุงเท้าสีพื้น ไซส์ XL,Muji,เสื้อผ้า/เครื่องประดับ,ถุงเท้าเก่าขาดเป็นรู หรือหายไปข้างนึง ต้องซื้อใหม่,199.5,40,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 46.0, ""y"": 0.5, ""z"": 15.0}"
PRD-3688483C,ถุงเท้าสีพื้น ไซส์ L,Muji,เสื้อผ้า/เครื่องประดับ,ถุงเท้าเก่าขาดเป็นรู หรือหายไปข้างนึง ต้องซื้อใหม่,144.9,39,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 51.5, ""y"": 1.3, ""z"": 15.0}"
PRD-C2FEF746,หมวกแก๊ป,NY,เสื้อผ้า/เครื่องประดับ,ผมยุ่งไม่ได้สระผม หรืออยากกันแดดตอนไปเที่ยว,1307.07,40,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 51.5, ""y"": 1.3, ""z"": 15.0}"
PRD-C08FA728,หมวกแก๊ป สีดำ,NY,เสื้อผ้า/เครื่องประดับ,ผมยุ่งไม่ได้สระผม หรืออยากกันแดดตอนไปเที่ยว,1437.62,13,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 54.0, ""y"": 0.5, ""z"": 15.0}"
PRD-810FD91A,หมวกแก๊ป สีขาว,NY,เสื้อผ้า/เครื่องประดับ,ผมยุ่งไม่ได้สระผม หรืออยากกันแดดตอนไปเที่ยว,938.05,17,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 54.0, ""y"": 1.3, ""z"": 15.0}"
PRD-344AB47A,เข็มขัดหนัง,Dapper,เสื้อผ้า/เครื่องประดับ,กางเกงหลวมไปนิด หรืออยากใส่เพิ่มความดูดีทางการ,710.23,26,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 46.0, ""y"": 1.3, ""z"": 15.0}"
PRD-AD864A23,เข็มขัดหนัง สีขาว,Dapper,เสื้อผ้า/เครื่องประดับ,กางเกงหลวมไปนิด หรืออยากใส่เพิ่มความดูดีทางการ,704.81,29,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 46.0, ""y"": 1.3, ""z"": 15.0}"
PRD-0D1013A8,เข็มขัดหนัง ไซส์ S,Dapper,เสื้อผ้า/เครื่องประดับ,กางเกงหลวมไปนิด หรืออยากใส่เพิ่มความดูดีทางการ,396.03,38,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 46.0, ""y"": 0.5, ""z"": 15.0}"
PRD-673E30B9,เข็มขัดหนัง ไซส์ S,Dapper,เสื้อผ้า/เครื่องประดับ,กางเกงหลวมไปนิด หรืออยากใส่เพิ่มความดูดีทางการ,511.65,5,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 51.5, ""y"": 2.1, ""z"": 15.0}"
PRD-2EB547A6,ชุดชั้นในสตรี,Wacoal,เสื้อผ้า/ผู้หญิง,ชุดชั้นในเก่าฟองน้ำพัง ทรงไม่สวย ไม่กระชับ,729.46,24,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 41.0, ""y"": 0.5, ""z"": 15.0}"
PRD-8869B272,ชุดชั้นในสตรี ไซส์ XL,Wacoal,เสื้อผ้า/ผู้หญิง,ชุดชั้นในเก่าฟองน้ำพัง ทรงไม่สวย ไม่กระชับ,1375.55,2,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 46.0, ""y"": 0.5, ""z"": 15.0}"
PRD-CF91C062,ชุดชั้นในสตรี สีขาว,Wacoal,เสื้อผ้า/ผู้หญิง,ชุดชั้นในเก่าฟองน้ำพัง ทรงไม่สวย ไม่กระชับ,807.37,7,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""3""}","{""x"": 56.5, ""y"": 2.1, ""z"": 15.0}"
PRD-C69B6748,ชุดชั้นในสตรี สีดำ,Wacoal,เสื้อผ้า/ผู้หญิง,ชุดชั้นในเก่าฟองน้ำพัง ทรงไม่สวย ไม่กระชับ,754.52,19,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""4"", ""shelf_level"": ""2""}","{""x"": 56.5, ""y"": 1.3, ""z"": 15.0}"
PRD-740A4F00,ร่มพับ,ทั่วไป,เสื้อผ้า/เครื่องประดับ,ฝนตกแดดออก พกไว้กันฝนหรือกันแดดร้อนๆ,187.29,46,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 54.0, ""y"": 2.1, ""z"": 15.0}"
PRD-C6B135B2,ร่มพับ ไซส์ XL,ทั่วไป,เสื้อผ้า/เครื่องประดับ,ฝนตกแดดออก พกไว้กันฝนหรือกันแดดร้อนๆ,298.26,36,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 41.0, ""y"": 0.5, ""z"": 15.0}"
PRD-4F1F9E1F,ร่มพับ สีดำ,ทั่วไป,เสื้อผ้า/เครื่องประดับ,ฝนตกแดดออก พกไว้กันฝนหรือกันแดดร้อนๆ,204.38,17,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""6"", ""shelf_level"": ""2""}","{""x"": 51.5, ""y"": 1.3, ""z"": 15.0}"
PRD-A0519696,ร่มพับ ไซส์ S,ทั่วไป,เสื้อผ้า/เครื่องประดับ,ฝนตกแดดออก พกไว้กันฝนหรือกันแดดร้อนๆ,134.52,28,"{""zone"": ""C"", ""section"": ""5"", ""shelf"": ""3"", ""shelf_level"": ""2""}","{""x"": 46.0, ""y"": 1.3, ""z"": 15.0}"
PRD-15DF20D3,หม้อทอดไร้น้ำมัน,Philips,ไฟฟ้า/ครัว,อยากกินของทอดแต่กลัวอ้วน หมูสามชั้นทอดเกรียมๆ ทำง่ายๆ,2877.7,7,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 3.0}"
PRD-E7D2E75D,หม้อทอดไร้น้ำมัน รุ่นโปร,Philips,ไฟฟ้า/ครัว,อยากกินของทอดแต่กลัวอ้วน หมูสามชั้นทอดเกรียมๆ ทำง่ายๆ,4495.45,14,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 3.0}"
PRD-7C1588CF,หม้อทอดไร้น้ำมัน รุ่นโปร,Philips,ไฟฟ้า/ครัว,อยากกินของทอดแต่กลัวอ้วน หมูสามชั้นทอดเกรียมๆ ทำง่ายๆ,5034.8,1,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 76.5, ""y"": 0.5, ""z"": 3.0}"
PRD-8CAE708F,หม้อทอดไร้น้ำมัน รุ่นโปร,Philips,ไฟฟ้า/ครัว,อยากกินของทอดแต่กลัวอ้วน หมูสามชั้นทอดเกรียมๆ ทำง่ายๆ,4888.4,32,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 71.5, ""y"": 0.5, ""z"": 3.0}"
PRD-E2969415,ไมโครเวฟ,Samsung,ไฟฟ้า/ครัว,ขี้เกียจทำอาหารเอง แค่เวฟอาหารแช่แข็งก็กินได้เลย หิวเมื่อไหร่ก็เวฟ,1950.72,22,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 74.0, ""y"": 0.5, ""z"": 3.0}"
PRD-326FFC11,ไมโครเวฟ สีขาว,Samsung,ไฟฟ้า/ครัว,ขี้เกียจทำอาหารเอง แค่เวฟอาหารแช่แข็งก็กินได้เลย หิวเมื่อไหร่ก็เวฟ,1822.53,50,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""1""}","{""x"": 74.0, ""y"": 0.5, ""z"": 3.0}"
PRD-7C3BA8C0,ไมโครเวฟ รุ่นมาตรฐาน,Samsung,ไฟฟ้า/ครัว,ขี้เกียจทำอาหารเอง แค่เวฟอาหารแช่แข็งก็กินได้เลย หิวเมื่อไหร่ก็เวฟ,2450.49,21,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 66.0, ""y"": 0.5, ""z"": 3.0}"
PRD-44BC8993,หม้อหุงข้าว,Sharp,ไฟฟ้า/ครัว,อยากกินข้าวสวยร้อนๆ นุ่มๆ ทำกินเองที่หอพัก,926.19,25,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 3.0}"
PRD-9DDF4AC2,หม้อหุงข้าว รุ่นมาตรฐาน,Sharp,ไฟฟ้า/ครัว,อยากกินข้าวสวยร้อนๆ นุ่มๆ ทำกินเองที่หอพัก,644.75,0,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""4"", ""shelf_level"": ""1""}","{""x"": 76.5, ""y"": 0.5, ""z"": 3.0}"
PRD-8F9A55A3,หม้อหุงข้าว สีขาว,Sharp,ไฟฟ้า/ครัว,อยากกินข้าวสวยร้อนๆ นุ่มๆ ทำกินเองที่หอพัก,658.19,35,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""1""}","{""x"": 63.5, ""y"": 0.5, ""z"": 3.0}"
PRD-CB7BDF6D,หม้อหุงข้าว สีขาว,Sharp,ไฟฟ้า/ครัว,อยากกินข้าวสวยร้อนๆ นุ่มๆ ทำกินเองที่หอพัก,630.5,2,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 71.5, ""y"": 0.5, ""z"": 3.0}"
PRD-D5A682C7,กระติกน้ำร้อน,Toshiba,ไฟฟ้า/ครัว,อยากชงกาแฟตอนเช้า หรือต้มมาม่ากินตอนดึกๆ รวดเร็ว,1035.9,44,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""3""}","{""x"": 74.0, ""y"": 2.1, ""z"": 3.0}"
PRD-8F8FA53B,กระติกน้ำร้อน สีขาว,Toshiba,ไฟฟ้า/ครัว,อยากชงกาแฟตอนเช้า หรือต้มมาม่ากินตอนดึกๆ รวดเร็ว,810.3,34,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""1"", ""shelf_level"": ""1""}","{""x"": 61.0, ""y"": 0.5, ""z"": 3.0}"
PRD-95795B93,กระติกน้ำร้อน สีขาว,Toshiba,ไฟฟ้า/ครัว,อยากชงกาแฟตอนเช้า หรือต้มมาม่ากินตอนดึกๆ รวดเร็ว,1288.96,48,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 74.0, ""y"": 1.3, ""z"": 3.0}"
PRD-F81A8A94,กระติกน้ำร้อน รุ่นมาตรฐาน,Toshiba,ไฟฟ้า/ครัว,อยากชงกาแฟตอนเช้า หรือต้มมาม่ากินตอนดึกๆ รวดเร็ว,1002.03,45,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 63.5, ""y"": 2.1, ""z"": 3.0}"
PRD-D44C9F3B,เครื่องปั่นน้ำผลไม้,Tefal,ไฟฟ้า/ครัว,อยากทำสมูทตี้กินเอง รักสุขภาพ ดื่มแล้วชื่นใจ,1714.58,1,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 66.0, ""y"": 0.5, ""z"": 3.0}"
PRD-50F433EF,เครื่องปั่นน้ำผลไม้ รุ่นโปร,Tefal,ไฟฟ้า/ครัว,อยากทำสมูทตี้กินเอง รักสุขภาพ ดื่มแล้วชื่นใจ,2192.82,28,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""6"", ""shelf_level"": ""1""}","{""x"": 71.5, ""y"": 0.5, ""z"": 3.0}"
PRD-0516ED03,เครื่องปั่นน้ำผลไม้ สีดำ,Tefal,ไฟฟ้า/ครัว,อยากทำสมูทตี้กินเอง รักสุขภาพ ดื่มแล้วชื่นใจ,1469.17,28,"{""zone"": ""D"", ""section"": ""1"", ""shelf"": ""6"", ""shelf_level"": ""3""}","{""x"": 71.5, ""y"": 2.1, ""z"": 3.0}"
PRD-646F6F7D,ไดร์เป่าผม,Panasonic,ไฟฟ้า/ส่วนตัว,สระผมเสร็จแล้วผมเปียก อยากเป่าให้แห้งไวๆ ไม่ให้เป็นหวัด,640.26,33,"{""zone"": ""D"", ""section"": ""2"", ""shelf"": ""3"", ""shelf_level"": ""1""}","{""x"": 66.0, ""y"": 0.5, ""z"": 6.0}"
PRD-24012EC8,ไดร์เป่าผม สีขาว,Panasonic,ไฟฟ้า/ส่วนตัว,สระผมเสร็จแล้วผมเปียก อยากเป่าให้แห้งไวๆ ไม่ให้เป็นหวัด,591.82,31,"{""zone"": ""D"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""3""}","{""x"": 63.5, ""y"": 2.1, ""z"": 6.0}"
PRD-D85B452A,ไดร์เป่าผม สีขาว,Panasonic,ไฟฟ้า/ส่วนตัว,สระผมเสร็จแล้วผมเปียก อยากเป่าให้แห้งไวๆ ไม่ให้เป็นหวัด,593.47,49,"{""zone"": ""D"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 63.5, ""y"": 1.3, ""z"": 6.0}"
PRD-AAB62E94,ไดร์เป่าผม สีขาว,Panasonic,ไฟฟ้า/ส่วนตัว,สระผมเสร็จแล้วผมเปียก อยากเป่าให้แห้งไวๆ ไม่ให้เป็นหวัด,664.61,43,"{""zone"": ""D"", ""section"": ""2"", ""shelf"": ""5"", ""shelf_level"": ""2""}","{""x"": 74.0, ""y"": 1.3, ""z"": 6.0}"
PRD-A49F34FC,เครื่องหนีบผม,Lesasha,ไฟฟ้า/ส่วนตัว,ผมชี้ฟูไม่เป็นทรง อยากหนีบให้ตรงสลวย หรือม้วนลอนก่อนไปเที่ยว,1383.08,46,"{""zone"": ""D"", ""section"": ""2"", ""shelf"": ""2"", ""shelf_level"": ""2""}","{""x"": 63.5, ""y"": 1.3, ""z"": 6.0}"
